[dataset]
  dataset = fsq
  csv = data/tky_clean.csv
  cat_col = category
  categories = ['Dining and Drinking', 'Retail', 'Nightlife Spot', 'Community and Government', 'Travel and Transportation', 'Business and Professional Services', 'Landmarks and Outdoors', 'Arts and Entertainment', 'Health and Medicine', 'Sports and Recreation']
  half_width = 50.0
  cell = 15
  center_step = 100
  min_poi = 10
  crs = EPSG:6677

[hparams]
  LATENT_DIM = 2
  EPOCHS = 1000
  BATCH = 256
  LR = 0.001
  WEIGHT_DECAY = 1e-06
  VAL_FRAC = 0.1
  SEED = 0
  N_NEIGHBORS = 15
  GRAPH_METRIC = euclidean
  EDGE_BATCH = 256
  LAMBDA_FSCE = 0.01
  WARMUP_EPOCHS = 200
  NOISE_P = 0.3
  NOISE_MODE = thinning
  N_EXPERTS = 2
  ROUTER_TEMPERATURE = 0.7
  MOE_SCALE = 1.0

1233 個 patch，device=cpu，噪聲 thinning p=0.3
FSCE graph：24904 條邊，a=1.5769 b=0.8951
epoch  435 | train_nll -1.32718 | train_fsce 0.62600 | gate_usage [0.343,0.657] | val_dev 0.67579 | expl_dev 0.54304
epoch  440 | train_nll -1.33432 | train_fsce 0.64278 | gate_usage [0.321,0.679] | val_dev 0.66916 | expl_dev 0.54753
epoch  445 | train_nll -1.33177 | train_fsce 0.64230 | gate_usage [0.343,0.657] | val_dev 0.69523 | expl_dev 0.52990
epoch  450 | train_nll -1.33664 | train_fsce 0.64263 | gate_usage [0.327,0.673] | val_dev 0.66696 | expl_dev 0.54901
epoch  455 | train_nll -1.31912 | train_fsce 0.64527 | gate_usage [0.343,0.657] | val_dev 0.67230 | expl_dev 0.54540
epoch  460 | train_nll -1.32563 | train_fsce 0.65255 | gate_usage [0.360,0.640] | val_dev 0.68022 | expl_dev 0.54005
epoch  465 | train_nll -1.32827 | train_fsce 0.69391 | gate_usage [0.324,0.676] | val_dev 0.68368 | expl_dev 0.53771
epoch  470 | train_nll -1.32789 | train_fsce 0.68243 | gate_usage [0.340,0.660] | val_dev 0.68014 | expl_dev 0.54011
epoch  475 | train_nll -1.33728 | train_fsce 0.67868 | gate_usage [0.323,0.677] | val_dev 0.70956 | expl_dev 0.52021
epoch  480 | train_nll -1.33273 | train_fsce 0.65300 | gate_usage [0.328,0.672] | val_dev 0.68225 | expl_dev 0.53868
epoch  485 | train_nll -1.34015 | train_fsce 0.66973 | gate_usage [0.325,0.675] | val_dev 0.65964 | expl_dev 0.55396
epoch  490 | train_nll -1.33476 | train_fsce 0.66831 | gate_usage [0.325,0.675] | val_dev 0.68216 | expl_dev 0.53874
epoch  495 | train_nll -1.33226 | train_fsce 0.66845 | gate_usage [0.323,0.677] | val_dev 0.67859 | expl_dev 0.54115
epoch  500 | train_nll -1.33244 | train_fsce 0.65155 | gate_usage [0.348,0.652] | val_dev 0.67794 | expl_dev 0.54159
epoch  505 | train_nll -1.33994 | train_fsce 0.66971 | gate_usage [0.315,0.685] | val_dev 0.66038 | expl_dev 0.55347
epoch  510 | train_nll -1.34066 | train_fsce 0.63138 | gate_usage [0.338,0.662] | val_dev 0.67537 | expl_dev 0.54333
epoch  515 | train_nll -1.33778 | train_fsce 0.67279 | gate_usage [0.320,0.680] | val_dev 0.65286 | expl_dev 0.55855
epoch  520 | train_nll -1.34001 | train_fsce 0.67792 | gate_usage [0.330,0.670] | val_dev 0.66176 | expl_dev 0.55253
epoch  525 | train_nll -1.33557 | train_fsce 0.62887 | gate_usage [0.316,0.684] | val_dev 0.67097 | expl_dev 0.54631
epoch  530 | train_nll -1.34300 | train_fsce 0.62661 | gate_usage [0.339,0.661] | val_dev 0.67643 | expl_dev 0.54261
epoch  535 | train_nll -1.34290 | train_fsce 0.64993 | gate_usage [0.318,0.682] | val_dev 0.68300 | expl_dev 0.53817
epoch  540 | train_nll -1.32783 | train_fsce 0.63182 | gate_usage [0.321,0.679] | val_dev 0.68285 | expl_dev 0.53827
epoch  545 | train_nll -1.33673 | train_fsce 0.62296 | gate_usage [0.347,0.653] | val_dev 0.67778 | expl_dev 0.54170
epoch  550 | train_nll -1.33793 | train_fsce 0.65932 | gate_usage [0.319,0.681] | val_dev 0.66333 | expl_dev 0.55147
epoch  555 | train_nll -1.33781 | train_fsce 0.66856 | gate_usage [0.318,0.682] | val_dev 0.69347 | expl_dev 0.53109
epoch  560 | train_nll -1.34483 | train_fsce 0.66513 | gate_usage [0.339,0.661] | val_dev 0.66182 | expl_dev 0.55249
epoch  565 | train_nll -1.33485 | train_fsce 0.63871 | gate_usage [0.313,0.687] | val_dev 0.65316 | expl_dev 0.55835
epoch  570 | train_nll -1.33524 | train_fsce 0.63575 | gate_usage [0.338,0.662] | val_dev 0.66429 | expl_dev 0.55082
epoch  575 | train_nll -1.34522 | train_fsce 0.64360 | gate_usage [0.323,0.677] | val_dev 0.68434 | expl_dev 0.53726
epoch  580 | train_nll -1.33789 | train_fsce 0.66494 | gate_usage [0.333,0.667] | val_dev 0.65977 | expl_dev 0.55388
epoch  585 | train_nll -1.34216 | train_fsce 0.66142 | gate_usage [0.290,0.710] | val_dev 0.66729 | expl_dev 0.54879
epoch  590 | train_nll -1.33831 | train_fsce 0.70241 | gate_usage [0.309,0.691] | val_dev 0.67578 | expl_dev 0.54305
epoch  595 | train_nll -1.33602 | train_fsce 0.67104 | gate_usage [0.311,0.689] | val_dev 0.66654 | expl_dev 0.54930
epoch  600 | train_nll -1.34057 | train_fsce 0.63115 | gate_usage [0.302,0.698] | val_dev 0.65472 | expl_dev 0.55729
epoch  605 | train_nll -1.33934 | train_fsce 0.66119 | gate_usage [0.305,0.695] | val_dev 0.65744 | expl_dev 0.55545
epoch  610 | train_nll -1.33305 | train_fsce 0.65159 | gate_usage [0.309,0.691] | val_dev 0.67213 | expl_dev 0.54552
